Fuel status,Engine Load(%),Coolant temp(C),B1 STFT(%),B1 LTFT(%),Abs Intake MAP(kpa),Engine RPM(rpm),Vehicle speed(km/h),Timing advance,Intake air temp(C),Abs throttle pos(%),O2 B1S1 sensor voltage(V),STFT1,O2 B1S2 sensor voltage(V),beahavior
2,12.941175999999999,82.0,-17.96875,-3.90625,44.0,2182.0,45.0,-24.0,40.0,3.9215686,0.735,9.375,0.12,unsafe
2,7.8431372999999995,82.0,-17.1875,-13.28125,74.0,2087.0,43.0,-36.0,41.0,8.627450999999999,0.845,4.6875,0.13,unsafe
2,4.7058824,82.0,-20.3125,-3.90625,22.0,1979.0,41.0,-26.5,40.0,9.019607800000001,0.385,-57.8125,0.14,unsafe
2,9.8039216,82.0,-17.1875,-3.90625,40.0,1845.0,38.0,-35.0,40.0,5.8823529,0.84,-4.6875,0.145,unsafe
2,4.7058824,83.0,-2.34375,-3.90625,32.0,1521.0,33.0,-44.0,40.0,7.8431372999999995,0.145,-18.75,0.15,unsafe
2,7.8431372999999995,83.0,13.28125,-3.90625,41.0,1835.0,28.0,-43.0,41.0,12.941175999999999,0.13,-7.03125,0.16,unsafe
2,22.745098000000002,83.0,29.6875,3.125,89.0,2022.0,32.0,-36.5,41.0,12.54902,0.74,-18.75,0.225,unsafe
2,20.0,83.0,9.375,12.5,83.0,2209.0,35.0,-37.5,41.0,18.431373,0.835,6.25,0.28,unsafe
4,4.7058824,83.0,-8.59375,-3.90625,54.0,1688.0,36.0,-40.0,41.0,23.137255,0.075,5.46875,0.64,unsafe
2,24.705882,83.0,10.9375,3.90625,99.0,1913.0,40.0,-43.0,41.0,58.823529,0.855,3.125,0.725,unsafe
2,28.627451,83.0,0.78125,1.5625,99.0,2197.0,45.0,-41.5,41.0,57.647059,0.81,7.8125,0.755,unsafe
2,32.941176,83.0,-2.34375,0.0,99.0,2440.0,51.0,-39.5,41.0,55.686275,0.72,7.03125,0.765,unsafe
2,36.862745000000004,84.0,0.0,-3.90625,24.0,1947.0,54.0,52.5,41.0,52.941176,0.725,-16.40625,0.79,unsafe
2,27.843137,84.0,0.0,2.34375,99.0,2087.0,57.0,-42.0,41.0,42.352940999999994,0.825,-8.59375,0.795,unsafe
2,25.882353,84.0,-10.15625,0.78125,95.0,2209.0,61.0,-41.0,41.0,30.980392,0.535,2.34375,0.765,unsafe
2,29.803921999999996,84.0,-7.03125,0.78125,93.0,2331.0,64.0,-38.5,41.0,22.352941,0.845,17.1875,0.755,unsafe
2,22.745098000000002,84.0,-18.75,3.125,76.0,2391.0,66.0,-36.0,41.0,17.647059,0.2,-11.71875,0.745,unsafe
2,17.647059,84.0,-10.15625,-12.5,54.0,2406.0,66.0,-33.0,41.0,13.725489999999999,0.085,9.375,0.73,unsafe
2,14.901960999999998,83.0,-3.90625,-3.125,47.0,2383.0,65.0,-29.0,41.0,12.941175999999999,0.23,2.34375,0.73,unsafe
2,23.921569,83.0,11.71875,1.5625,70.0,2388.0,65.0,-34.0,41.0,14.117647,0.785,3.125,0.725,unsafe
2,20.0,83.0,14.0625,-7.8125,73.0,2409.0,66.0,-34.0,41.0,12.54902,0.835,6.25,0.72,unsafe
2,16.862745,83.0,21.875,14.0625,71.0,2415.0,66.0,-23.5,41.0,14.117647,0.87,10.9375,0.73,unsafe
2,15.686275,83.0,32.8125,-4.6875,53.0,2407.0,66.0,-30.0,41.0,4.313725499999999,0.88,0.0,0.715,unsafe
4,12.941175999999999,83.0,-14.0625,-3.90625,26.0,2343.0,64.0,-19.5,41.0,8.627450999999999,0.87,-7.03125,0.74,unsafe
2,14.901960999999998,83.0,-2.34375,3.90625,76.0,2288.0,63.0,-34.0,41.0,12.156863000000001,0.83,-8.59375,0.73,unsafe
2,21.960784,83.0,13.28125,10.15625,81.0,2321.0,64.0,-37.0,41.0,13.725489999999999,0.805,-17.96875,0.73,unsafe
4,21.960784,83.0,-10.9375,-7.03125,47.0,2306.0,63.0,-49.0,41.0,13.333332999999998,0.155,-16.40625,0.725,unsafe
2,20.0,83.0,10.9375,-17.96875,57.0,2302.0,63.0,-29.5,41.0,11.372549000000001,0.71,6.25,0.72,unsafe
2,20.0,83.0,7.03125,-3.90625,30.0,2272.0,62.0,-50.5,41.0,19.215685999999998,0.115,-7.8125,0.72,unsafe
2,20.784314000000002,83.0,6.25,-17.96875,52.0,2268.0,62.0,-31.0,41.0,13.333332999999998,0.15,10.15625,0.72,unsafe
4,4.7058824,83.0,-9.375,-25.0,68.0,2224.0,61.0,-35.5,41.0,17.254901999999998,0.82,11.71875,0.72,unsafe
2,7.8431372999999995,83.0,-17.96875,-8.59375,39.0,2218.0,61.0,-54.0,40.0,4.7058824,0.93,0.0,0.735,unsafe
4,4.7058824,83.0,0.0,-3.90625,24.0,2016.0,55.0,-54.0,40.0,4.7058824,0.575,3.90625,0.13,unsafe
2,4.7058824,83.0,-17.96875,-3.90625,26.0,1815.0,50.0,-20.0,40.0,5.0980392,0.755,-51.5625,0.725,unsafe
2,5.8823529,83.0,-36.71875,-13.28125,51.0,1101.0,39.0,60.5,41.0,29.019608,0.07,2.34375,0.57,unsafe
2,24.705882,83.0,3.125,3.125,96.0,2047.0,42.0,-42.0,41.0,31.372549,0.82,-4.6875,0.72,unsafe
2,28.627451,83.0,8.59375,0.78125,96.0,2278.0,47.0,-40.5,41.0,32.941176,0.81,0.0,0.72,unsafe
2,31.764706,83.0,12.5,0.0,95.0,2546.0,53.0,-39.0,41.0,34.509803999999995,0.835,6.25,0.72,unsafe
2,35.686275,83.0,20.3125,0.0,94.0,2757.0,57.0,-36.0,40.0,3.5294117999999997,0.91,0.0,0.72,unsafe
4,22.745098000000002,84.0,-18.75,1.5625,96.0,2126.0,59.0,-40.5,40.0,21.568627,0.23,3.125,0.72,unsafe
2,14.901960999999998,84.0,-23.4375,-3.90625,20.0,2138.0,59.0,-18.0,40.0,3.9215686,0.915,-61.71875,0.76,unsafe
2,3.9215686,84.0,-85.9375,-3.90625,24.0,1883.0,51.0,-20.0,40.0,10.588235000000001,0.205,-85.15625,0.745,unsafe
2,6.6666667,84.0,-78.125,-15.625,58.0,1032.0,29.0,-54.5,40.0,7.0588235,0.055,-42.96875,0.74,unsafe
2,20.0,85.0,-1.5625,23.4375,68.0,1911.0,30.0,-21.0,40.0,5.8823529,0.835,-15.625,0.73,unsafe
2,4.7058824,85.0,-38.28125,-3.90625,25.0,1739.0,27.0,-20.5,40.0,5.8823529,0.775,-65.625,0.73,unsafe
2,5.8823529,85.0,-36.71875,7.8125,90.0,1553.0,25.0,-45.0,41.0,68.62745100000001,0.55,21.09375,0.72,unsafe
2,25.882353,85.0,-5.46875,2.34375,99.0,2144.0,34.0,-41.5,41.0,70.196078,0.2,-12.5,0.725,unsafe
2,35.686275,85.0,0.0,-3.90625,21.0,2324.0,42.0,-42.5,40.0,30.980392,0.665,-19.53125,0.725,unsafe
2,29.803921999999996,85.0,11.71875,0.78125,99.0,2326.0,48.0,-41.0,41.0,67.843137,0.82,-5.46875,0.73,unsafe
2,35.686275,85.0,5.46875,0.0,98.0,2618.0,54.0,-35.5,41.0,17.647059,0.865,7.03125,0.725,unsafe
4,4.7058824,85.0,0.0,-3.90625,20.0,2510.0,51.0,-15.5,40.0,4.313725499999999,0.015,0.0,0.0,unsafe
4,4.7058824,86.0,0.0,-3.90625,27.0,2134.0,45.0,-37.0,40.0,19.215685999999998,0.225,21.875,0.075,unsafe
2,13.725489999999999,85.0,-3.125,-3.90625,19.0,2136.0,44.0,-18.0,40.0,3.9215686,0.89,-41.40625,0.12,unsafe
2,4.7058824,85.0,-50.0,-3.90625,23.0,1892.0,38.0,-19.5,40.0,5.8823529,0.81,-69.53125,0.135,unsafe
2,14.901960999999998,85.0,-48.4375,18.75,86.0,2259.0,36.0,-41.5,41.0,30.588234999999997,0.765,3.90625,0.115,unsafe
2,31.764706,85.0,0.0,-3.90625,66.0,1980.0,40.0,-42.5,41.0,30.196078000000004,0.815,5.46875,0.155,unsafe
2,26.666666999999997,85.0,-7.03125,0.78125,95.0,2201.0,45.0,-37.0,41.0,16.078431,0.835,-3.125,0.17,unsafe
2,11.764706,85.0,-29.6875,-3.90625,43.0,2235.0,46.0,-17.5,40.0,3.9215686,0.89,-19.53125,0.185,unsafe
2,4.7058824,85.0,-45.3125,-3.90625,26.0,2009.0,42.0,-18.5,40.0,5.4901960999999995,0.065,-28.125,0.34,unsafe
2,6.6666667,86.0,-17.1875,-7.8125,50.0,1267.0,24.0,-56.5,41.0,7.450980400000001,0.47,11.71875,0.27,unsafe
2,16.862745,86.0,3.90625,10.15625,99.0,1498.0,23.0,-45.0,41.0,61.568627,0.565,-5.46875,0.345,unsafe
2,23.921569,86.0,11.71875,4.6875,99.0,1950.0,31.0,-42.5,41.0,63.529412,0.795,8.59375,0.615,unsafe
2,30.980392,87.0,5.46875,0.78125,98.0,2448.0,39.0,-38.5,41.0,0.78431373,0.89,0.0,0.685,unsafe
2,26.666666999999997,87.0,-14.84375,2.34375,99.0,2076.0,43.0,-42.0,41.0,60.0,0.135,-14.0625,0.665,unsafe
2,30.980392,87.0,-22.65625,0.78125,99.0,2337.0,48.0,-40.5,41.0,54.117647,0.135,-7.03125,0.64,unsafe
2,35.686275,87.0,-22.65625,0.0,86.0,2518.0,53.0,-21.0,41.0,20.392157,0.92,-7.03125,0.7,unsafe
2,25.882353,86.0,1.5625,3.125,99.0,1994.0,55.0,-42.5,42.0,56.862745,0.57,-0.78125,0.66,unsafe
2,28.627451,87.0,-28.125,22.65625,60.0,2116.0,58.0,-18.5,41.0,4.313725499999999,0.885,-38.28125,0.705,unsafe
2,4.7058824,87.0,-61.71875,-3.90625,25.0,1860.0,51.0,-19.5,41.0,4.7058824,0.39,-94.53125,0.675,unsafe
2,5.8823529,87.0,-53.90625,5.46875,57.0,1785.0,49.0,-38.0,42.0,18.431373,0.085,10.15625,0.675,unsafe
2,12.941175999999999,86.0,13.28125,-3.90625,26.0,1782.0,49.0,-47.0,41.0,11.764706,0.715,-9.375,0.665,unsafe
2,9.8039216,86.0,5.46875,3.125,50.0,1755.0,48.0,-25.0,41.0,7.0588235,0.805,15.625,0.67,unsafe
2,8.627450999999999,86.0,-7.03125,-3.90625,39.0,1697.0,47.0,-48.0,42.0,7.0588235,0.865,0.0,0.675,unsafe
2,9.8039216,86.0,-19.53125,6.25,77.0,2108.0,44.0,-38.0,42.0,26.27451,0.78,3.90625,0.695,unsafe
2,29.803921999999996,86.0,-0.78125,0.78125,89.0,2373.0,49.0,-38.5,42.0,23.529412,0.39,0.78125,0.695,unsafe
2,28.627451,85.0,8.59375,0.78125,85.0,2574.0,53.0,-37.5,42.0,23.529412,0.61,4.6875,0.7,unsafe
2,32.941176,86.0,18.75,6.25,72.0,2725.0,57.0,-24.0,42.0,18.431373,0.905,0.0,0.72,unsafe
2,26.666666999999997,86.0,-28.90625,1.5625,95.0,2117.0,58.0,-41.5,42.0,19.215685999999998,0.155,-3.125,0.715,unsafe
2,6.6666667,86.0,-24.21875,-3.90625,28.0,2159.0,58.0,-52.5,41.0,30.980392,0.08,-13.28125,0.73,unsafe
2,25.882353,87.0,-14.0625,3.90625,81.0,2217.0,61.0,-39.0,42.0,16.862745,0.81,-3.125,0.725,unsafe
2,21.960784,87.0,13.28125,-5.46875,52.0,2259.0,62.0,-47.5,41.0,14.509804,0.23,-32.03125,0.72,unsafe
2,11.764706,87.0,16.40625,-3.90625,25.0,2204.0,61.0,-53.0,41.0,4.313725499999999,0.89,0.0,0.715,unsafe
4,4.7058824,87.0,0.0,-3.90625,23.0,2068.0,57.0,-18.5,41.0,5.0980392,0.01,0.0,0.0,unsafe
4,4.7058824,87.0,17.1875,-3.90625,25.0,1874.0,51.0,-30.5,41.0,5.0980392,0.79,-13.28125,0.095,unsafe
2,4.7058824,87.0,-34.375,-3.90625,30.0,1713.0,46.0,63.5,42.0,6.6666667,0.1,4.6875,0.13,unsafe
2,15.686275,86.0,-2.34375,3.125,88.0,2168.0,45.0,-43.5,42.0,28.627451,0.735,-3.90625,0.175,unsafe
2,29.803921999999996,86.0,-0.78125,0.78125,94.0,2427.0,50.0,-40.0,42.0,30.980392,0.68,-5.46875,0.275,unsafe
2,33.72549,86.0,3.125,0.0,90.0,2630.0,54.0,-42.5,41.0,23.137255,0.91,0.0,0.545,unsafe
2,23.921569,86.0,0.0,12.5,79.0,2014.0,55.0,-36.5,42.0,14.509804,0.125,-7.8125,0.515,unsafe
2,21.960784,87.0,3.125,2.34375,88.0,2070.0,57.0,-40.5,42.0,29.019608,0.625,-19.53125,0.565,unsafe
2,27.843137,87.0,-13.28125,0.78125,94.0,2182.0,60.0,-41.0,41.0,27.843137,0.41,-14.0625,0.56,unsafe
2,23.921569,87.0,-9.375,17.96875,76.0,2266.0,62.0,-34.0,41.0,14.901960999999998,0.11,9.375,0.53,unsafe
2,14.901960999999998,87.0,-0.78125,-3.125,40.0,2244.0,62.0,-33.0,41.0,16.862745,0.115,25.78125,0.525,unsafe
2,6.6666667,87.0,0.0,-21.09375,71.0,2222.0,61.0,-36.0,41.0,21.176471,0.815,7.8125,0.59,unsafe
2,20.784314000000002,87.0,-17.1875,-3.90625,34.0,2290.0,62.0,-34.5,41.0,19.215685999999998,0.075,4.6875,0.55,unsafe
2,16.862745,87.0,-7.03125,-7.03125,50.0,2265.0,62.0,-35.5,41.0,17.254901999999998,0.575,24.21875,0.535,unsafe
2,20.784314000000002,87.0,6.25,14.84375,73.0,2310.0,64.0,-31.5,41.0,17.254901999999998,0.335,10.9375,0.53,unsafe
2,21.960784,87.0,13.28125,19.53125,72.0,2347.0,64.0,-35.0,41.0,19.607843,0.735,4.6875,0.545,unsafe
2,20.784314000000002,87.0,19.53125,-10.15625,48.0,2364.0,65.0,-23.0,41.0,13.725489999999999,0.77,11.71875,0.52,unsafe
4,5.8823529,87.0,3.90625,-4.6875,48.0,2309.0,63.0,-63.0,41.0,4.313725499999999,0.085,0.0,0.53,unsafe
4,5.8823529,87.0,2.34375,21.875,75.0,2218.0,61.0,-34.5,41.0,11.372549000000001,0.745,-1.5625,0.19,unsafe
2,14.901960999999998,87.0,3.90625,-3.90625,71.0,2229.0,61.0,-35.0,41.0,20.0,0.28,-5.46875,0.255,unsafe
2,25.882353,87.0,5.46875,10.15625,71.0,2290.0,63.0,-33.0,41.0,17.254901999999998,0.165,3.125,0.31,unsafe
2,15.686275,87.0,4.6875,-16.40625,68.0,2325.0,63.0,-35.0,41.0,18.039216,0.785,11.71875,0.33,unsafe
2,20.0,87.0,21.09375,7.03125,73.0,2351.0,65.0,-34.0,41.0,15.294118,0.125,22.65625,0.355,unsafe
2,21.960784,87.0,3.90625,12.5,74.0,2394.0,66.0,-34.5,41.0,19.215685999999998,0.11,18.75,0.39,unsafe
2,23.921569,87.0,2.34375,-4.6875,41.0,2381.0,66.0,-43.0,41.0,14.509804,0.08,1.5625,0.38,unsafe
2,15.686275,87.0,46.09375,-19.53125,58.0,2406.0,66.0,-32.0,41.0,10.196078,0.755,24.21875,0.355,unsafe
2,14.901960999999998,87.0,28.90625,-19.53125,66.0,2405.0,66.0,-34.0,41.0,17.647059,0.63,15.625,0.385,unsafe
2,20.0,87.0,24.21875,-3.125,38.0,2397.0,66.0,-28.5,41.0,12.941175999999999,0.07,38.28125,0.37,unsafe
2,15.686275,87.0,9.375,-3.90625,33.0,2397.0,65.0,-33.5,41.0,17.647059,0.07,10.15625,0.425,unsafe
2,16.862745,87.0,1.5625,-3.90625,49.0,2351.0,64.0,-31.5,41.0,15.294118,0.11,21.875,0.46,unsafe
2,16.862745,87.0,-0.78125,-3.125,39.0,2315.0,64.0,-32.0,41.0,16.862745,0.07,19.53125,0.48,unsafe
2,20.784314000000002,87.0,10.9375,-5.46875,63.0,2334.0,64.0,-24.5,41.0,10.588235000000001,0.795,0.0,0.46,unsafe
2,10.980392,87.0,0.0,-3.90625,39.0,2328.0,63.0,-34.0,41.0,18.431373,0.425,24.21875,0.59,unsafe
2,21.960784,86.0,-6.25,-15.625,60.0,2322.0,64.0,-34.0,41.0,18.823529,0.115,8.59375,0.585,unsafe
2,17.647059,87.0,-3.90625,-3.90625,45.0,2300.0,64.0,-30.0,41.0,4.7058824,0.07,0.0,0.52,unsafe
4,15.686275,87.0,-15.625,10.9375,76.0,2304.0,63.0,-36.0,41.0,18.431373,0.69,-4.6875,0.545,unsafe
2,18.823529,87.0,10.15625,7.8125,71.0,2358.0,65.0,-29.0,41.0,17.647059,0.77,-2.34375,0.545,unsafe
2,21.960784,87.0,19.53125,-6.25,43.0,2368.0,65.0,-45.5,40.0,19.215685999999998,0.055,-10.15625,0.455,unsafe
2,21.960784,87.0,17.1875,-18.75,57.0,2390.0,65.0,-26.0,41.0,14.509804,0.225,-3.90625,0.465,unsafe
2,10.980392,87.0,0.0,-3.90625,20.0,2316.0,63.0,-16.0,40.0,4.313725499999999,0.0,0.0,0.02,unsafe
4,4.7058824,87.0,0.0,-3.90625,22.0,2147.0,59.0,-18.0,40.0,16.862745,0.56,0.78125,0.075,unsafe
2,24.705882,87.0,32.03125,0.78125,86.0,2174.0,60.0,-36.5,41.0,20.0,0.07,3.90625,0.145,unsafe
2,20.784314000000002,86.0,-5.46875,9.375,78.0,2254.0,62.0,-33.5,41.0,17.254901999999998,0.245,-3.90625,0.16,unsafe
2,20.784314000000002,86.0,10.9375,-17.96875,53.0,2289.0,63.0,-32.0,40.0,17.647059,0.43,33.59375,0.165,unsafe
2,14.901960999999998,87.0,3.90625,-3.125,50.0,2287.0,63.0,-33.5,40.0,9.019607800000001,0.64,31.25,0.17,unsafe
2,13.725489999999999,87.0,10.9375,-8.59375,53.0,2257.0,62.0,-33.5,40.0,17.647059,0.08,23.4375,0.175,unsafe
2,20.784314000000002,86.0,8.59375,4.6875,71.0,2284.0,63.0,-34.0,41.0,18.039216,0.125,6.25,0.18,unsafe
2,14.901960999999998,86.0,10.15625,-2.34375,72.0,2303.0,63.0,-35.0,41.0,19.215685999999998,0.54,6.25,0.185,unsafe
2,23.921569,87.0,11.71875,18.75,76.0,2358.0,65.0,-35.5,40.0,17.254901999999998,0.695,3.90625,0.19,unsafe
2,17.647059,87.0,15.625,1.5625,73.0,2385.0,65.0,-33.0,40.0,12.941175999999999,0.145,21.875,0.185,unsafe
2,20.0,87.0,25.78125,-8.59375,69.0,2382.0,65.0,-30.0,40.0,16.862745,0.785,16.40625,0.19,unsafe
2,20.0,87.0,28.90625,-3.90625,24.0,2354.0,65.0,-16.0,40.0,13.333332999999998,0.62,5.46875,0.16,unsafe
2,21.960784,87.0,27.34375,4.6875,73.0,2338.0,64.0,-35.0,40.0,17.254901999999998,0.15,10.9375,0.185,unsafe
4,5.8823529,87.0,-10.15625,-4.6875,51.0,2325.0,64.0,-28.0,40.0,5.0980392,0.175,0.0,0.18,unsafe
4,4.7058824,87.0,0.0,-3.90625,22.0,2206.0,60.0,-53.5,40.0,4.7058824,0.445,17.1875,0.055,unsafe
2,4.7058824,86.0,-14.0625,-3.90625,24.0,2064.0,56.0,-18.5,40.0,4.7058824,0.795,-50.78125,0.11,unsafe
2,4.7058824,86.0,-74.21875,-3.90625,25.0,1953.0,53.0,-41.5,40.0,8.627450999999999,0.08,-26.5625,0.13,unsafe
2,10.980392,86.0,12.5,-1.5625,49.0,1892.0,52.0,-31.5,41.0,11.372549000000001,0.69,14.84375,0.145,unsafe
2,16.862745,86.0,17.96875,-0.78125,39.0,1908.0,52.0,-19.5,40.0,3.9215686,0.83,17.1875,0.15,unsafe
2,4.7058824,86.0,-4.6875,-3.90625,25.0,1791.0,49.0,-20.0,40.0,4.7058824,0.07,-9.375,0.155,unsafe
2,4.7058824,86.0,22.65625,-3.90625,44.0,1727.0,47.0,-34.5,41.0,10.588235000000001,0.085,17.1875,0.155,unsafe
2,10.980392,86.0,10.9375,1.5625,45.0,1680.0,47.0,-49.0,41.0,7.8431372999999995,0.775,3.125,0.16,unsafe
2,5.8823529,86.0,-3.90625,-3.90625,48.0,2043.0,43.0,-29.5,41.0,11.372549000000001,0.185,6.25,0.165,unsafe
2,11.764706,86.0,-3.125,-4.6875,54.0,2052.0,42.0,-33.5,41.0,14.509804,0.235,19.53125,0.17,unsafe
2,15.686275,86.0,-0.78125,-17.96875,59.0,2086.0,43.0,-32.0,41.0,16.470588,0.105,-2.34375,0.175,unsafe
2,14.901960999999998,87.0,10.9375,-21.09375,61.0,2133.0,44.0,-33.0,41.0,14.117647,0.545,8.59375,0.175,unsafe
2,15.686275,87.0,17.1875,-20.3125,62.0,2181.0,45.0,-33.5,41.0,13.333332999999998,0.7,14.84375,0.18,unsafe
2,14.901960999999998,87.0,26.5625,-15.625,55.0,2199.0,45.0,-30.5,40.0,12.156863000000001,0.78,26.5625,0.18,unsafe
2,13.725489999999999,87.0,33.59375,-7.8125,53.0,2194.0,45.0,-30.0,40.0,12.54902,0.79,27.34375,0.18,unsafe
2,14.901960999999998,87.0,40.625,-13.28125,54.0,2183.0,45.0,-29.0,40.0,12.156863000000001,0.8,32.03125,0.185,unsafe
2,13.725489999999999,87.0,43.75,-11.71875,54.0,2167.0,45.0,-30.5,40.0,11.764706,0.795,-3.90625,0.205,unsafe
2,5.8823529,87.0,-7.8125,-3.90625,46.0,2114.0,44.0,-28.5,40.0,12.54902,0.55,19.53125,0.295,unsafe
2,12.941175999999999,87.0,6.25,-7.03125,53.0,2141.0,44.0,-30.0,40.0,10.980392,0.15,10.9375,0.325,unsafe
2,11.764706,88.0,7.8125,-4.6875,48.0,2116.0,44.0,-26.5,40.0,9.019607800000001,0.06,9.375,0.355,unsafe
2,10.980392,88.0,9.375,-3.90625,34.0,2045.0,42.0,-19.5,40.0,3.5294117999999997,0.88,14.0625,0.675,unsafe
2,3.9215686,88.0,-9.375,-3.90625,32.0,1880.0,39.0,-40.5,40.0,10.588235000000001,0.08,-20.3125,0.705,unsafe
2,10.980392,88.0,20.3125,-0.78125,62.0,1884.0,39.0,-36.5,41.0,14.117647,0.755,27.34375,0.695,unsafe
2,13.725489999999999,88.0,-3.90625,-3.90625,23.0,1855.0,38.0,-20.0,40.0,10.196078,0.86,-11.71875,0.745,unsafe
2,5.8823529,88.0,-32.03125,-3.90625,24.0,1718.0,35.0,-44.5,40.0,6.6666667,0.13,-36.71875,0.69,unsafe
2,6.6666667,88.0,-2.34375,10.9375,52.0,1617.0,33.0,-39.0,41.0,12.941175999999999,0.08,19.53125,0.695,unsafe
2,13.725489999999999,88.0,10.9375,-0.78125,46.0,1659.0,34.0,-59.5,40.0,6.6666667,0.825,-1.5625,0.67,unsafe
2,5.8823529,88.0,-8.59375,16.40625,40.0,929.0,24.0,-41.0,40.0,4.313725499999999,0.805,-3.90625,0.675,unsafe
2,3.9215686,88.0,-18.75,-7.8125,60.0,1279.0,20.0,-45.0,41.0,23.921569,0.05,-3.125,0.69,unsafe
2,17.647059,88.0,21.875,7.8125,95.0,1649.0,26.0,-44.5,41.0,27.450979999999998,0.76,21.875,0.71,unsafe
2,24.705882,89.0,-12.5,2.34375,95.0,2116.0,33.0,-42.0,40.0,30.980392,0.125,-7.03125,0.705,unsafe
4,6.6666667,88.0,0.0,5.46875,66.0,1780.0,35.0,-41.0,40.0,18.039216,0.135,15.625,0.755,unsafe
2,6.6666667,88.0,11.71875,-3.90625,25.0,1695.0,35.0,-31.0,40.0,12.54902,0.79,-27.34375,0.765,unsafe
2,12.941175999999999,89.0,2.34375,-13.28125,74.0,1746.0,36.0,-38.0,40.0,15.294118,0.77,10.9375,0.755,unsafe
2,15.686275,90.0,14.0625,-14.0625,66.0,1864.0,39.0,-26.0,40.0,3.5294117999999997,0.085,10.15625,0.745,unsafe
2,4.7058824,89.0,-10.15625,3.90625,59.0,1813.0,37.0,-36.5,40.0,12.54902,0.52,25.0,0.755,unsafe
2,9.8039216,88.0,10.15625,-3.90625,26.0,1772.0,37.0,-20.5,40.0,8.235294099999999,0.82,-7.8125,0.755,unsafe
2,6.6666667,88.0,-11.71875,-1.5625,43.0,1386.0,28.0,61.0,40.0,6.2745098,0.2,0.78125,0.745,unsafe
2,4.7058824,87.0,-3.125,-11.71875,49.0,971.0,21.0,57.5,40.0,13.725489999999999,0.36,-14.84375,0.765,unsafe
2,9.8039216,87.0,15.625,-5.46875,49.0,1364.0,21.0,-61.5,41.0,6.6666667,0.15,-4.6875,0.755,unsafe
2,5.8823529,88.0,2.34375,-3.90625,45.0,978.0,17.0,-40.5,41.0,6.2745098,0.15,0.0,0.755,unsafe
2,5.8823529,87.0,-9.375,-21.09375,54.0,998.0,16.0,-58.0,41.0,6.6666667,0.715,-8.59375,0.755,unsafe
2,8.627450999999999,87.0,-4.6875,-5.46875,72.0,1558.0,16.0,-43.5,41.0,19.607843,0.81,13.28125,0.765,unsafe
2,20.784314000000002,87.0,18.75,7.8125,82.0,2262.0,25.0,-36.0,41.0,19.607843,0.805,4.6875,0.765,unsafe
2,20.784314000000002,86.0,13.28125,0.0,43.0,2681.0,28.0,62.0,41.0,6.2745098,0.88,0.0,0.755,unsafe
4,12.941175999999999,85.0,-14.0625,-3.90625,63.0,2518.0,27.0,-36.5,41.0,21.176471,0.3,0.0,0.765,unsafe
4,7.8431372999999995,85.0,0.0,4.6875,92.0,1910.0,30.0,-43.5,42.0,25.098039,0.815,0.0,0.77,unsafe
2,24.705882,85.0,14.0625,2.34375,66.0,2229.0,35.0,-16.0,42.0,2.745098,0.88,0.0,0.78,unsafe
2,13.725489999999999,86.0,-20.3125,-7.03125,55.0,2136.0,33.0,-31.0,42.0,3.5294117999999997,0.52,4.6875,0.78,unsafe
2,10.980392,86.0,-19.53125,-4.6875,53.0,2066.0,32.0,-33.5,42.0,13.725489999999999,0.81,3.90625,0.785,unsafe
2,9.8039216,86.0,0.0,-3.90625,22.0,2062.0,33.0,-41.0,42.0,20.0,0.07,-19.53125,0.79,unsafe
2,22.745098000000002,85.0,14.0625,12.5,79.0,2304.0,36.0,-36.5,42.0,19.607843,0.82,7.03125,0.78,unsafe
2,25.882353,85.0,21.875,10.9375,80.0,2577.0,41.0,-36.5,42.0,23.529412,0.74,28.90625,0.77,unsafe
2,30.980392,85.0,12.5,9.375,81.0,2900.0,46.0,62.5,43.0,3.1372549,0.905,0.0,0.82,unsafe
2,30.980392,85.0,-7.8125,0.78125,98.0,2378.0,50.0,-40.5,43.0,26.666666999999997,0.28,5.46875,0.78,unsafe
2,26.666666999999997,85.0,-3.125,12.5,72.0,2602.0,54.0,-32.5,43.0,20.0,0.325,-11.71875,0.775,unsafe
2,27.843137,86.0,18.75,10.15625,76.0,2745.0,57.0,-34.5,43.0,21.176471,0.815,5.46875,0.77,unsafe
4,3.9215686,86.0,0.0,9.375,91.0,2033.0,57.0,-38.5,44.0,16.862745,0.81,3.90625,0.775,unsafe
2,20.784314000000002,86.0,-9.375,24.21875,76.0,2139.0,58.0,-37.0,44.0,17.647059,0.705,7.03125,0.775,unsafe
2,20.0,86.0,-1.5625,2.34375,67.0,2173.0,60.0,-30.5,44.0,11.764706,0.13,-6.25,0.77,unsafe
2,12.941175999999999,86.0,-2.34375,-6.25,50.0,2143.0,59.0,-30.0,44.0,11.764706,0.125,6.25,0.765,unsafe
2,12.941175999999999,86.0,3.125,-6.25,51.0,2123.0,58.0,-35.5,44.0,18.431373,0.105,14.84375,0.765,unsafe
2,20.784314000000002,86.0,-3.125,9.375,72.0,2189.0,60.0,-35.0,44.0,13.333332999999998,0.145,-1.5625,0.76,unsafe
2,13.725489999999999,85.0,5.46875,-8.59375,52.0,2181.0,60.0,-31.0,44.0,12.156863000000001,0.11,17.1875,0.76,unsafe
2,14.901960999999998,85.0,4.6875,-19.53125,59.0,2161.0,59.0,-31.5,44.0,12.54902,0.495,9.375,0.755,unsafe
